789.0,489.0,84,84
789.0,488.0,84,84
788.0,488.0,84,84
788.0,487.0,84,84
789.0,484.0,84,84
789.0,482.0,84,84
790.0,479.0,84,84
790.0,477.0,84,84
791.0,476.0,84,84
791.0,474.0,84,84
791.0,474.0,84,84
791.0,474.0,84,84
791.0,474.0,84,84
791.0,472.0,84,84
791.0,471.0,84,84
791.0,469.0,84,84
790.0,468.0,84,84
789.0,467.0,84,84
788.0,466.0,84,84
788.0,466.0,84,84
788.0,466.0,84,84
788.0,466.0,84,84
788.0,464.0,84,84
788.0,462.0,84,84
788.0,460.0,84,84
789.0,460.0,84,84
790.0,460.0,84,84
791.0,460.0,84,84
790.0,460.0,84,84
788.0,460.0,84,84
787.0,460.0,84,84
788.0,460.0,84,84
789.0,460.0,84,84
790.0,460.0,84,84
789.0,460.0,84,84
787.0,460.0,84,84
786.0,460.0,84,84
786.0,460.0,84,84
786.0,460.0,84,84
786.0,460.0,84,84
784.0,460.0,84,84
782.0,460.0,84,84
780.0,460.0,84,84
779.0,459.0,84,84
779.0,459.0,84,84
778.0,458.0,84,84
776.0,458.0,84,84
775.0,458.0,84,84
773.0,458.0,84,84
772.0,458.0,84,84
770.0,458.0,84,84
769.0,458.0,84,84
768.0,458.0,84,84
767.0,458.0,84,84
766.0,458.0,84,84
765.0,458.0,84,84
765.0,458.0,84,84
764.0,458.0,84,84
763.0,458.0,84,84
763.0,458.0,84,84
762.0,458.0,84,84
761.0,458.0,84,84
761.0,458.0,84,84
760.0,458.0,84,84
759.0,458.0,84,84
758.0,458.0,84,84
757.0,458.0,84,84
755.0,458.0,84,84
754.0,458.0,84,84
752.0,458.0,84,84
751.0,458.0,84,84
750.0,458.0,84,84
749.0,458.0,84,84
747.0,460.0,84,84
744.0,461.0,84,84
742.0,463.0,84,84
741.0,463.0,84,84
739.0,463.0,84,84
738.0,463.0,84,84
736.0,463.0,84,84
734.0,463.0,84,84
732.0,463.0,84,84
730.0,463.0,84,84
728.0,463.0,84,84
726.0,463.0,84,84
724.0,462.0,84,84
721.0,460.0,84,84
719.0,459.0,84,84
718.0,459.0,84,84
717.0,459.0,84,84
716.0,459.0,84,84
714.0,459.0,84,84
713.0,459.0,84,84
711.0,459.0,84,84
710.0,459.0,84,84
709.0,459.0,84,84
708.0,459.0,84,84
707.0,458.0,84,84
705.0,456.0,84,84
704.0,455.0,84,84
703.0,455.0,84,84
703.0,455.0,84,84
702.0,455.0,84,84
701.0,454.0,84,84
699.0,453.0,84,84
698.0,452.0,84,84
699.0,450.0,84,84
700.0,449.0,84,84
701.0,447.0,84,84
700.0,447.0,84,84
700.0,447.0,84,84
699.0,447.0,84,84
700.0,446.0,84,84
700.0,446.0,84,84
701.0,445.0,84,84
700.0,444.0,84,84
700.0,443.0,84,84
699.0,442.0,84,84
699.0,441.0,84,84
699.0,441.0,84,84
699.0,440.0,84,84
699.0,439.0,84,84
699.0,439.0,84,84
699.0,438.0,84,84
698.0,437.0,84,84
696.0,435.0,84,84
695.0,434.0,84,84
695.0,433.0,84,84
694.0,431.0,84,84
694.0,430.0,84,84
694.0,429.0,84,84
694.0,428.0,84,84
694.0,427.0,84,84
693.0,427.0,84,84
692.0,427.0,84,84
691.0,427.0,84,84
690.0,426.0,84,84
690.0,425.0,84,84
689.0,424.0,84,84
689.0,424.0,84,84
689.0,424.0,84,84
689.0,424.0,84,84
688.0,424.0,84,84
688.0,423.0,84,84
687.0,423.0,84,84
687.0,423.0,84,84
687.0,422.0,84,84
687.0,422.0,84,84
687.0,421.0,84,84
687.0,420.0,84,84
687.0,419.0,84,84
687.0,418.0,84,84
687.0,417.0,84,84
687.0,416.0,84,84
687.0,415.0,84,84
687.0,413.0,84,84
687.0,412.0,84,84
687.0,412.0,84,84
687.0,412.0,84,84
687.0,412.0,84,84
687.0,412.0,84,84
687.0,412.0,84,84
687.0,412.0,84,84
687.0,411.0,84,84
687.0,411.0,84,84
687.0,410.0,84,84
687.0,410.0,84,84
687.0,410.0,84,84
687.0,410.0,84,84
687.0,410.0,84,84
687.0,410.0,84,84
687.0,410.0,84,84
686.0,410.0,84,84
686.0,410.0,84,84
685.0,410.0,84,84
684.0,410.0,84,84
683.0,409.0,84,84
682.0,409.0,84,84
682.0,408.0,84,84
681.0,408.0,84,84
681.0,407.0,84,84
681.0,407.0,84,84
681.0,407.0,84,84
681.0,407.0,84,84
681.0,406.0,84,84
681.0,406.0,84,84
681.0,405.0,84,84
681.0,405.0,84,84
680.0,404.0,84,84
680.0,404.0,84,84
680.0,403.0,84,84
679.0,403.0,84,84
679.0,402.0,84,84
679.0,401.0,84,84
680.0,399.0,84,84
680.0,398.0,84,84
680.0,398.0,84,84
680.0,398.0,84,84
680.0,398.0,84,84
680.0,396.0,84,84
680.0,395.0,84,84
680.0,393.0,84,84
680.0,392.0,84,84
679.0,390.0,84,84
679.0,389.0,84,84
679.0,389.0,84,84
679.0,389.0,84,84
679.0,389.0,84,84
677.0,388.0,84,84
675.0,387.0,84,84
673.0,386.0,84,84
673.0,386.0,84,84
672.0,386.0,84,84
672.0,386.0,84,84
670.0,385.0,84,84
669.0,383.0,84,84
667.0,382.0,84,84
665.0,382.0,84,84
664.0,382.0,84,84
662.0,382.0,84,84
659.0,380.0,84,84
657.0,379.0,84,84
654.0,377.0,84,84
653.0,376.0,84,84
651.0,374.0,84,84
650.0,373.0,84,84
648.0,373.0,84,84
646.0,372.0,84,84
644.0,372.0,84,84
642.0,370.0,84,84
640.0,368.0,84,84
638.0,366.0,84,84
636.0,365.0,84,84
635.0,364.0,84,84
633.0,363.0,84,84
631.0,361.0,84,84
630.0,360.0,84,84
628.0,358.0,84,84
627.0,357.0,84,84
625.0,356.0,84,84
624.0,355.0,84,84
623.0,353.0,84,84
621.0,351.0,84,84
620.0,349.0,84,84
619.0,348.0,84,84
618.0,346.0,84,84
617.0,345.0,84,84
616.0,343.0,84,84
615.0,341.0,84,84
614.0,339.0,84,84
614.0,338.0,84,84
614.0,337.0,84,84
614.0,336.0,84,84
614.0,335.0,84,84
614.0,333.0,84,84
614.0,332.0,84,84
613.0,330.0,84,84
613.0,328.0,84,84
612.0,326.0,84,84
613.0,325.0,84,84
613.0,324.0,84,84
614.0,323.0,84,84
615.0,320.0,84,84
616.0,318.0,84,84
617.0,315.0,84,84
619.0,313.0,84,84
621.0,311.0,84,84
623.0,309.0,84,84
625.0,307.0,84,84
627.0,306.0,84,84
629.0,304.0,84,84
632.0,303.0,84,84
634.0,301.0,84,84
637.0,300.0,84,84
639.0,298.0,84,84
641.0,297.0,84,84
643.0,295.0,84,84
646.0,293.0,84,84
648.0,290.0,84,84
651.0,288.0,84,84
654.0,286.0,84,84
656.0,285.0,84,84
659.0,283.0,84,84
662.0,281.0,84,84
664.0,280.0,84,84
667.0,278.0,84,84
668.0,277.0,84,84
670.0,275.0,84,84
671.0,274.0,84,84
671.0,272.0,84,84
672.0,271.0,84,84
672.0,269.0,84,84
672.0,268.0,84,84
672.0,268.0,84,84
672.0,267.0,84,84
672.0,267.0,84,84
672.0,267.0,84,84
672.0,267.0,84,84
670.0,264.0,84,84
669.0,262.0,84,84
667.0,259.0,84,84
665.0,259.0,84,84
664.0,258.0,84,84
662.0,258.0,84,84
661.0,258.0,84,84
661.0,257.0,84,84
660.0,257.0,84,84
658.0,255.0,84,84
656.0,254.0,84,84
654.0,252.0,84,84
653.0,251.0,84,84
651.0,251.0,84,84
650.0,250.0,84,84
649.0,249.0,84,84
649.0,248.0,84,84
648.0,247.0,84,84
646.0,247.0,84,84
643.0,246.0,84,84
641.0,246.0,84,84
