1,555,252,22,17,0.9706122279167175,0,0.9953681230545044
2,555,253,22,15,0.9623996019363403,0,0.9868407249450684
3,555,253,23,16,0.9614059925079346,0,0.9881447553634644
3,552,250,23,14,0.5753551125526428,0,0.9867553114891052
4,555,252,22,16,0.9652009010314941,0,0.9861074686050415
5,555,252,23,16,0.9445077180862427,0,0.9770002365112305
5,548,249,25,15,0.5323639512062073,0,0.9723832607269287
6,556,253,23,15,0.9445048570632935,0,0.9673089385032654
6,552,250,19,17,0.5313204526901245,0,0.9669569134712219
7,555,252,24,16,0.9519877433776855,0,0.9692119359970093
7,551,250,23,14,0.5245245695114136,0,0.9676640629768372
8,555,253,23,16,0.9506841897964478,0,0.9805763363838196
9,555,255,23,14,0.9296169281005859,0,0.9779889583587646
10,555,255,24,14,0.9292801022529602,0,0.9706552624702454
11,556,254,23,15,0.9421895146369934,0,0.9655764102935791
11,522,253,19,20,0.5126678943634033,0,0.9524725079536438
12,559,254,22,14,0.9341362118721008,0,0.9760332107543945
13,559,255,21,14,0.9183506369590759,0,0.9721965789794922
13,554,255,18,15,0.597761869430542,0,0.9697844982147217
14,557,255,23,14,0.9129294157028198,0,0.9755088686943054
15,555,254,24,15,0.9304057955741882,0,0.9668468236923218
16,554,254,24,15,0.9620057344436646,0,0.9742096662521362
16,550,250,22,23,0.5469812750816345,0,0.9721676111221313
16,553,250,26,14,0.5172351002693176,0,0.9771668910980225
17,552,253,25,16,0.9583940505981445,0,0.9751274585723877
17,549,257,21,15,0.5109511613845825,0,0.9714330434799194
18,552,253,24,16,0.9422845840454102,0,0.9688302278518677
18,547,250,25,15,0.5229768753051758,0,0.9699373245239258
18,560,252,24,17,0.5127329230308533,0,0.9681320786476135
19,554,253,25,17,0.9518930912017822,0,0.9651461243629456
20,555,255,24,15,0.9292209148406982,0,0.9729976654052734
21,555,255,23,16,0.9336003065109253,0,0.972740650177002
22,555,254,23,16,0.9278384447097778,0,0.9681647419929504
23,553,254,23,17,0.9381266832351685,0,0.9652445912361145
24,553,255,23,16,0.9221051335334778,0,0.9638687372207642
25,552,255,23,16,0.9344634413719177,0,0.9645242094993591
25,552,261,23,14,0.5075154900550842,0,0.9585039019584656
26,552,254,24,16,0.9367663860321045,0,0.9550349116325378
26,547,251,20,18,0.5120151042938232,0,0.9604435563087463
27,552,253,24,18,0.9286601543426514,0,0.9441641569137573
28,552,255,24,16,0.9053736925125122,0,0.9428545236587524
28,521,253,20,21,0.4952321946620941,0,0.9387702345848083
29,553,255,24,16,0.8975550532341003,0,0.9463839530944824
30,554,255,24,16,0.8873298764228821,0,0.9529991745948792
31,554,256,23,15,0.8963843584060669,0,0.953099250793457
32,555,255,22,16,0.8992646932601929,0,0.9569733142852783
33,555,256,23,15,0.8923672437667847,0,0.9337723255157471
34,554,254,24,16,0.9088858366012573,0,0.9364892244338989
35,554,255,23,17,0.8977996110916138,0,0.9315759539604187
36,555,256,24,15,0.8954225778579712,0,0.9296378493309021
37,555,255,24,16,0.8941953182220459,0,0.9343788027763367
38,554,256,23,16,0.8774536848068237,0,0.9450617432594299
38,562,256,22,15,0.5357998609542847,0,0.9495649337768555
39,552,255,24,17,0.8825967311859131,0,0.9398682713508606
40,552,256,23,16,0.8822416067123413,0,0.9479176998138428
41,550,256,24,16,0.8753300905227661,0,0.9437137842178345
42,552,255,22,17,0.8865982890129089,0,0.9551571607589722
43,553,256,22,15,0.8881593942642212,0,0.9459154009819031
44,552,255,25,16,0.9164062738418579,0,0.9549679756164551
45,552,256,25,15,0.906931459903717,0,0.9390355348587036
46,552,256,23,17,0.9035071134567261,0,0.9449453353881836
46,559,256,24,17,0.5031372904777527,0,0.9503248929977417
47,551,256,24,17,0.877324104309082,0,0.9477714896202087
47,560,256,23,17,0.509673535823822,0,0.9495195746421814
48,552,256,25,16,0.8369460701942444,0,0.9523881673812866
49,552,256,24,16,0.8606135845184326,0,0.9417060613632202
50,550,256,22,18,0.8806713223457336,0,0.9277804493904114
51,551,257,22,17,0.8783172369003296,0,0.9222440719604492
52,551,258,23,16,0.8455208539962769,0,0.9046105146408081
53,551,256,20,17,0.8383319973945618,0,0.9266223311424255
54,550,256,22,18,0.8487533926963806,0,0.9163894653320312
55,551,258,22,17,0.8213627338409424,0,0.9107111692428589
56,551,255,25,21,0.8387196063995361,0,0.9343045353889465
57,551,256,24,20,0.8386964797973633,0,0.9438263177871704
58,551,255,24,21,0.8089311122894287,0,0.9287025332450867
59,553,255,23,21,0.8122777938842773,0,0.9206958413124084
59,559,258,24,18,0.5049391388893127,0,0.9189162850379944
60,553,254,25,22,0.7654310464859009,0,0.9002223610877991
61,555,255,24,22,0.8078067898750305,0,0.943387508392334
62,560,256,24,21,0.8257566690444946,0,0.9179127812385559
63,559,255,26,22,0.794126570224762,0,0.9077436327934265
64,561,257,25,21,0.7936575412750244,0,0.9000489711761475
65,561,256,24,23,0.7914080023765564,0,0.9049387574195862
66,562,256,23,23,0.7892167568206787,0,0.856199324131012
67,561,260,23,20,0.816969633102417,0,0.8801088333129883
68,561,261,22,19,0.8444530963897705,0,0.8902990818023682
69,561,261,23,20,0.8676275014877319,0,0.9163604974746704
70,564,262,23,18,0.8187666535377502,0,0.860935628414154
71,562,264,23,17,0.8691166043281555,0,0.8889560103416443
72,562,262,23,19,0.8608990907669067,0,0.9154489636421204
72,563,269,20,15,0.49480724334716797,0,0.9129845499992371
73,561,262,25,19,0.8596752285957336,0,0.8665869832038879
73,563,270,22,15,0.4906740188598633,0,0.8654612898826599
74,565,264,23,17,0.825107216835022,0,0.8495251536369324
75,568,263,24,19,0.7885885238647461,0,0.8585292100906372
76,571,265,23,17,0.8232852220535278,0,0.866466760635376
77,574,264,23,18,0.7748112082481384,0,0.8613539934158325
78,574,264,24,18,0.7998517751693726,0,0.8692737221717834
79,576,265,24,18,0.7567024230957031,0,0.8527747392654419
80,576,264,24,18,0.780623197555542,0,0.8831827044487
81,577,264,24,18,0.7535744905471802,0,0.899796187877655
82,578,264,24,18,0.8122135996818542,0,0.8688110709190369
82,579,270,21,15,0.5381876230239868,0,0.8691502213478088
83,581,265,22,17,0.7423475980758667,0,0.8807452321052551
84,580,263,24,19,0.7814480066299438,0,0.8644331693649292
85,581,264,24,18,0.792661190032959,0,0.8370742797851562
86,582,263,23,19,0.8067004084587097,0,0.8733156323432922
87,582,267,24,16,0.7412220239639282,0,0.8831519484519958
88,583,265,22,20,0.7563626766204834,0,0.8698763847351074
89,584,266,22,18,0.778191089630127,0,0.8732656240463257
90,585,268,23,16,0.7400943040847778,0,0.8321415781974792
91,586,269,23,15,0.7362352609634399,0,0.8649907112121582
92,588,267,20,17,0.7472600340843201,0,0.840558648109436
93,589,267,20,17,0.7522256374359131,0,0.8153959512710571
94,587,267,24,17,0.7150100469589233,0,0.8309438228607178
95,589,266,24,20,0.8036234378814697,0,0.8577863574028015
96,588,267,26,20,0.8213704228401184,0,0.8470023274421692
97,588,267,26,20,0.8051996231079102,0,0.8243415951728821
98,588,266,26,20,0.8076555132865906,0,0.8469657897949219
99,590,267,26,19,0.802579402923584,0,0.8301352858543396
100,590,268,27,19,0.7874181270599365,0,0.8403344750404358
101,591,267,26,19,0.8048446178436279,0,0.8128936886787415
102,592,269,27,19,0.7844936847686768,0,0.8322440981864929
103,593,269,27,19,0.7835020422935486,0,0.8029711246490479
104,594,269,27,19,0.7659006118774414,0,0.7831076979637146
105,594,269,28,19,0.7747904062271118,0,0.7871689200401306
105,585,266,50,28,0.4193424880504608,0,0.7817215919494629
106,598,267,24,19,0.7424802780151367,0,0.8013403415679932
106,588,264,48,29,0.4610435664653778,0,0.7943747043609619
106,599,274,26,17,0.42748188972473145,0,0.7852091789245605
107,597,269,28,20,0.7458003759384155,0,0.7821800112724304
107,588,265,50,30,0.4654962718486786,0,0.7795577645301819
108,596,269,30,20,0.7598741054534912,0,0.7584151029586792
108,588,264,52,31,0.43701016902923584,0,0.7577914595603943
109,596,270,30,19,0.7349405288696289,0,0.7272731065750122
109,588,265,52,31,0.43018990755081177,0,0.728182852268219
110,598,270,30,20,0.6854175329208374,0,0.723972737789154
110,590,265,53,31,0.4036042392253876,0,0.7320130467414856
111,600,271,29,20,0.6833091378211975,0,0.7225289344787598
